Employee_ID,Employee_Name,Department,Attendance_Date,Check_In_Time,Check_Out_Time,Attendance_Status,Shift_Type,Location
E1036,Employee_36,HR,23/01/2024,11:13,17:20,Late,Morning,Remote
E1007,Employee_7,Operations,2024-01-30,11:53,20:35,Late,Evening,Office
E1018,Employee_18,Sales,03-17-2024,11:8,17:57,Late,Morning,Remote
E1048,Employee_48,Sales,15/03/2024,10:45,17:19,Late,Evening,Office
E1030,Employee_30,Sales,01-21-2024,,,Absent,Evening,Office
E1051,Employee_51,Finance,03-20-2024,,,Absent,Evening,Remote
E1011,Employee_11,Finance,02-23-2024,9:40,19:50,Present,Morning,Office
E1016,Employee_16,HR,04/01/2024,,,Absent,Morning,Remote
E1043,Employee_43,Sales,03-28-2024,10:11,18:14,Late,Evening,Remote
E1008,Employee_8,Operations,01-17-2024,,,Absent,Evening,Remote
E1056,Employee_56,Sales,2024-01-09,11:4,18:16,Late,Morning,Remote
E1035,Employee_35,HR,2024-03-01,,,absent,Morning,Remote
E1001,Employee_1,Finance,2024-01-10,,,Absent,Evening,Remote
E1053,Employee_53,Finance,02-18-2024,8:39,18:8,Present,Evening,Remote
E1004,Employee_4,HR,02-10-2024,8:46,20:58,Late,Evening,Office
E1037,Employee_37,Finance,2024-01-12,8:52,17:40,Late,Evening,Office
E1004,Employee_4,Sales,03/01/2024,10:52,20:4,Work From Home,Evening,Office
E1015,Employee_15,Finance,02-21-2024,10:6,16:26,Work From Home,Morning,Office
E1027,Employee_27,IT,25/01/2024,9:17,17:47,Late,Morning,Remote
E1055,Employee_55,IT,03-16-2024,8:57,16:15,Late,Morning,Remote
E1056,Employee_56,Sales,02-18-2024,10:0,17:34,Present,Evening,Remote
E1006,Employee_6,HR,2024-03-06,8:25,18:31,Work From Home,Evening,Office
E1054,Employee_54,HR,02/03/2024,11:56,20:10,Work From Home,Evening,Remote
E1021,Employee_21,Operations,23/01/2024,8:23,19:8,,Morning,Office
E1022,Employee_22,Operations,2024-01-15,8:23,18:38,Work From Home,Morning,Office
E1026,Employee_26,Operations,2024-02-22,,,Absent,Morning,Office
E1022,Employee_22,Finance  ,03-02-2024,11:31,18:42,Work From Home,Evening,Office
E1047,Employee_47,Sales,01-12-2024,8:40,20:19,Work From Home,Morning,Remote
E1003,Employee_3,Finance,2024-03-23,9:48,16:38,Work From Home,Evening,Remote
E1001,Employee_1,Operations,08/03/2024,10:1,19:22,Late,Evening,Remote
E1013,Employee_13,Sales,21/01/2024,8:22,17:52,Late,Morning,Office
E1050,Employee_50,HR,02-12-2024,8:39,17:37,Work From Home,Morning,Remote
E1007,Employee_7,Finance,2024-03-23,10:4,16:6,Present,Morning,Remote
E1052,Employee_52,Sales,2024-02-20,10:16,18:31,Present,Evening,Remote
E1030,Employee_30,Operations,25/01/2024,8:43,19:27,Present,Morning,Remote
E1030,Employee_30,HR,18/02/2024,8:31,16:14,Late,Evening,Office
E1000,Employee_0,Operations,2024-02-04,10:42,16:48,Present,Evening,Remote
E1034,Employee_34,Sales,02-05-2024,9:36,18:31,Late,Evening,Remote
E1031,Employee_31,Sales,01/02/2024,,,Absent,Morning,Remote
E1042,Employee_42,Operations,16/02/2024,8:24,16:12,Present,Morning,Office
E1033,Employee_33,Sales,05/01/2024,8:20,20:17,Work From Home,Morning,Remote
E1046,Employee_46,Operations,22/02/2024,,,Absent,Evening,Remote
E1019,Employee_19,Finance  ,03-21-2024,9:11,18:7,Late,Morning,Remote
E1017,Employee_17,Finance,02-02-2024,9:39,20:5,,Evening,Office
E1028,Employee_28,HR  ,01-22-2024,,,,Evening,Office
E1034,Employee_34,HR,14/02/2024,9:45,20:56,Work From Home,Morning,Office
E1048,Employee_48,HR  ,02-24-2024,8:54,20:46,Work From Home,Evening,Office
E1031,Employee_31,HR,02-19-2024,10:38,20:33,Present,Morning,Remote
E1049,Employee_49,Operations,02-09-2024,9:56,18:50,Work From Home,Morning,Office
E1001,Employee_1,IT,2024-03-20,10:24,19:45,Work From Home,Morning,Office
E1024,Employee_24,IT,20/01/2024,11:34,18:33,Work From Home,Morning,Remote
E1030,Employee_30,Sales,01/03/2024,,,Absent,Evening,Office
E1038,Employee_38,Finance,03-11-2024,10:33,20:23,present,Evening,Office
E1034,Employee_34,Operations,2024-02-23,8:0,20:58,Present,Morning,Remote
E1011,Employee_11,Operations,2024-01-25,8:18,20:4,Late,Evening,Office
E1022,Employee_22,Operations,2024-02-03,10:23,17:53,Late,Morning,Office
E1018,Employee_18,Finance,02-03-2024,,,Absent,Morning,Remote
E1057,Employee_57,Finance,26/03/2024,9:35,18:14,Present,Morning,Office
E1059,Employee_59,HR,2024-01-08,9:0,17:11,Late,Evening,Office
E1051,Employee_51,Sales,01-28-2024,11:2,19:40,Present,Evening,Remote
E1025,Employee_25,Finance,2024-03-02,8:52,19:20,Work From Home,Evening,Office
E1047,Employee_47,Operations,03-18-2024,,,Absent,Evening,Office
E1036,Employee_36,Finance,05/02/2024,,,Absent,Evening,Office
E1010,Employee_10,IT,03-05-2024,8:49,16:8,late,Morning,Office
E1042,Employee_42,Sales,03-23-2024,9:10,17:58,Work From Home,Evening,Office
E1028,Employee_28,Operations,03-19-2024,10:15,19:10,Work From Home,Evening,Remote
E1012,Employee_12,Finance,25/03/2024,8:56,16:55,Work From Home,Evening,Remote
E1036,Employee_36,Sales,02-18-2024,10:51,18:26,Work From Home,Morning,Remote
E1029,Employee_29,Sales,20/03/2024,8:45,18:55,Work From Home,Morning,Office
E1048,Employee_48,IT,2024-03-26,9:24,16:5,Late,Morning,Remote
E1049,Employee_49,Operations,08/03/2024,8:49,16:13,Work From Home,Morning,Remote
E1005,Employee_5,IT,2024-02-08,10:22,16:0,Present,Evening,Remote
E1000,Employee_0,Finance,13/03/2024,11:29,18:13,Late,Evening,Office
E1040,Employee_40,Sales,28/02/2024,9:34,17:16,Late,Evening,Remote
E1059,Employee_59,HR,2024-03-20,,,Absent,Evening,Remote
E1043,Employee_43,Sales,2024-02-12,8:51,16:19,Present,Evening,Remote
E1007,Employee_7,Finance,03-11-2024,,,Absent,Evening,Office
E1058,Employee_58,Operations,29/01/2024,10:13,19:31,Work From Home,Morning,Office
E1017,Employee_17,Sales,03-01-2024,9:46,18:54,Late,Morning,Remote
E1005,Employee_5,Finance,2024-03-01,10:14,17:57,Work From Home,Morning,Office
E1032,Employee_32,Finance,12/02/2024,11:53,18:58,Present,Evening,Office
E1024,Employee_24,Operations,01-07-2024,8:41,19:48,Present,Morning,Remote
E1056,Employee_56,Finance,31/01/2024,,,Absent,Evening,Remote
E1031,Employee_31,HR,2024-01-31,11:29,17:47,Late,Morning,Office
E1019,Employee_19,HR,2024-01-29,9:11,17:51,Work From Home,Evening,Office
E1047,Employee_47,HR  ,26/01/2024,9:56,19:11,Present,Morning,Remote
E1022,Employee_22,Finance,04/01/2024,,,Absent,Morning,Remote
E1032,Employee_32,Operations,03-12-2024,8:28,16:6,Late,Morning,Remote
E1034,Employee_34,Operations,23/03/2024,,,Absent,Morning,Office
E1043,Employee_43,Finance,01-14-2024,10:48,19:46,Present,Morning,Office
E1046,Employee_46,HR,13/01/2024,,,Absent,Evening,Office
E1029,Employee_29,Finance,01-23-2024,11:54,19:25,Present,Morning,Remote
E1020,Employee_20,IT,29/01/2024,,,Absent,Evening,Office
E1054,Employee_54,HR,02-17-2024,11:18,17:24,Work From Home,Morning,Remote
E1031,Employee_31,HR,14/03/2024,10:19,19:52,Late,Evening,Office
E1039,Employee_39,Sales,2024-01-17,,,Absent,Evening,Office
E1013,Employee_13,Sales,2024-02-15,9:44,18:30,Late,Morning,Office
E1052,Employee_52,IT,2024-02-10,,,Absent,Morning,Remote
E1035,Employee_35,Operations,2024-01-21,,,Absent,Morning,Remote
E1019,Employee_19,Operations,26/03/2024,,,Absent,Morning,Remote
E1055,Employee_55,Operations,2024-03-18,11:15,16:53,Work From Home,Evening,Remote
E1055,Employee_55,HR,2024-01-27,10:19,18:47,Present,Morning,Office
E1038,Employee_38,IT,03-20-2024,10:7,19:3,Work From Home,Evening,Office
E1015,Employee_15,HR,2024-03-17,9:26,16:19,Present,Morning,Remote
E1023,Employee_23,Operations,18/02/2024,,,Absent,Morning,Office
E1039,Employee_39,Operations,2024-03-16,9:16,16:3,Work From Home,Morning,Remote
E1051,Employee_51,Sales,2024-01-16,10:42,20:0,Late,Evening,Office
E1019,Employee_19,Sales,01-29-2024,9:35,19:47,Work From Home,Evening,Remote
E1007,Employee_7,Finance  ,02-25-2024,10:27,17:18,Late,Morning,Office
E1006,Employee_6,Finance,28/02/2024,9:53,19:17,Late,Morning,Office
E1016,Employee_16,HR,2024-03-13,11:24,17:51,Present,Evening,Office
E1037,Employee_37,IT,02-13-2024,,,Absent,Morning,Remote
E1003,Employee_3,Operations,2024-03-16,9:57,17:16,work from home,Morning,Remote
E1028,Employee_28,Finance,02-08-2024,8:48,19:56,Present,Morning,Remote
E1038,Employee_38,Sales,03-06-2024,,,Absent,Evening,Remote
E1010,Employee_10,HR,2024-02-22,9:32,20:24,Present,Evening,Office
E1036,Employee_36,Finance,01-20-2024,,,Absent,Evening,Remote
E1032,Employee_32,HR,2024-02-21,11:37,19:30,Late,Evening,Office
E1049,Employee_49,Finance,2024-01-21,8:33,19:6,Late,Morning,Remote
E1020,Employee_20,Finance,12/01/2024,9:29,18:11,Late,Morning,Remote
E1031,Employee_31,Sales,2024-03-21,8:14,18:23,Late,Evening,Remote
E1036,Employee_36,Sales,05/01/2024,11:29,19:41,late,Evening,Remote
E1012,Employee_12,Operations,25/01/2024,,,Absent,Morning,Office
E1023,Employee_23,Finance,03-15-2024,,,Absent,Evening,Remote
E1026,Employee_26,Sales,2024-03-08,9:34,17:17,Present,Evening,Remote
E1058,Employee_58,HR,02-18-2024,9:46,18:13,Late,Morning,Remote
E1010,Employee_10,Finance,02-15-2024,10:41,17:24,Present,Evening,Remote
E1003,Employee_3,Finance,04/01/2024,11:44,20:40,Late,Evening,Remote
E1006,Employee_6,IT  ,02-14-2024,9:34,16:16,Present,Evening,Office
E1001,Employee_1,Finance,01-15-2024,10:53,16:54,Work From Home,Morning,Office
E1040,Employee_40,Operations,01-10-2024,9:2,19:17,Late,Evening,Office
E1006,Employee_6,Sales,2024-03-09,10:45,18:4,Late,Evening,Office
E1015,Employee_15,Operations  ,01-19-2024,,,Absent,Evening,Office
E1007,Employee_7,HR,2024-01-08,9:23,18:31,Late,Evening,Remote
E1052,Employee_52,Finance,2024-01-12,9:59,16:44,Present,Evening,Office
E1054,Employee_54,Sales,26/02/2024,9:51,19:2,Late,Evening,Office
E1051,Employee_51,IT,05/03/2024,9:31,17:0,Work From Home,Evening,Remote
E1032,Employee_32,Sales,02-13-2024,10:0,16:16,Late,Evening,Remote
E1001,Employee_1,Finance,17/01/2024,8:17,19:31,Work From Home,Morning,Remote
E1021,Employee_21,IT,15/03/2024,10:57,20:49,Late,Evening,Office
E1033,Employee_33,Operations,01-31-2024,,,Absent,Morning,Office
E1011,Employee_11,Operations,30/03/2024,10:6,16:35,Work From Home,Morning,Remote
E1031,Employee_31,HR  ,02-17-2024,10:55,19:22,Work From Home,Morning,Remote
E1021,Employee_21,HR,03-18-2024,11:11,16:33,late,Evening,Office
E1031,Employee_31,Operations,02/03/2024,9:9,20:0,Present,Morning,Office
E1037,Employee_37,IT,2024-01-15,9:48,20:39,Present,Evening,Remote
E1058,Employee_58,IT,03-19-2024,10:25,16:7,Work From Home,Morning,Remote
E1016,Employee_16,IT,03-16-2024,8:7,17:13,Late,Morning,Office
E1047,Employee_47,IT,2024-02-26,,,Absent,Evening,Office
E1054,Employee_54,Finance,01-03-2024,11:34,20:32,Late,Morning,Office
E1023,Employee_23,Sales,03-19-2024,9:46,16:24,Work From Home,Evening,Office
E1021,Employee_21,Finance,2024-03-21,11:17,18:11,Work From Home,Evening,Office
E1001,Employee_1,Operations,13/01/2024,,,Absent,Morning,Office
E1038,Employee_38,Sales,03-02-2024,,,,Evening,Remote
E1019,Employee_19,Finance,2024-03-19,,,Absent,Evening,Office
E1000,Employee_0,IT,16/02/2024,11:35,16:51,Present,Evening,Office
E1051,Employee_51,HR,2024-02-13,,,Absent,Morning,Remote
E1000,Employee_0,Sales,2024-03-24,,,Absent,Morning,Remote
E1041,Employee_41,Sales,2024-01-09,9:19,17:21,Work From Home,Morning,Remote
E1007,Employee_7,Operations,2024-01-01,,,Absent,Evening,Remote
E1011,Employee_11,HR,28/01/2024,8:15,17:17,Present,Evening,Remote
E1034,Employee_34,Operations,02-28-2024,9:41,16:55,Present,Morning,Office
E1015,Employee_15,IT,2024-03-11,9:33,20:23,Late,Morning,Office
E1016,Employee_16,HR,09/02/2024,11:53,18:35,Late,Morning,Office
E1041,Employee_41,Operations,02-08-2024,10:45,18:40,Late,Morning,Office
E1007,Employee_7,Finance,03-01-2024,10:28,16:0,Late,Morning,Remote
E1045,Employee_45,IT  ,01-14-2024,,,Absent,Evening,Office
E1004,Employee_4,Finance,10/02/2024,8:23,18:25,Work From Home,Morning,Remote
E1015,Employee_15,Sales,2024-02-13,,,Absent,Morning,Office
E1059,Employee_59,Finance,02/02/2024,,,Absent,Morning,Office
E1024,Employee_24,Operations,01-25-2024,8:0,20:32,Late,Evening,Office
E1016,Employee_16,Sales,13/03/2024,8:3,16:41,Present,Morning,Office
E1015,Employee_15,Operations,02-11-2024,10:59,16:32,Late,Morning,Office
E1046,Employee_46,IT,16/02/2024,10:8,18:21,Late,Evening,Remote
E1044,Employee_44,Finance,03-12-2024,8:21,16:2,Present,Morning,Remote
E1057,Employee_57,IT,13/03/2024,11:35,18:47,present,Morning,Remote
E1028,Employee_28,HR,06/02/2024,8:30,16:9,Late,Morning,Office
E1016,Employee_16,IT,01-25-2024,,,Absent,Morning,Remote
E1038,Employee_38,Operations,2024-03-24,10:7,19:8,Present,Morning,Remote
E1007,Employee_7,Sales,08/01/2024,11:19,20:23,Present,Morning,Remote
E1018,Employee_18,Finance,2024-03-15,11:16,20:44,Work From Home,Evening,Remote
E1046,Employee_46,IT,01-15-2024,11:29,18:13,Work From Home,Evening,Remote
E1033,Employee_33,IT,02/03/2024,9:22,19:38,Late,Morning,Remote
E1018,Employee_18,Finance,27/03/2024,9:25,16:23,Late,Evening,Office
E1037,Employee_37,Sales,2024-03-09,10:15,17:25,Work From Home,Morning,Office
E1055,Employee_55,HR,01-15-2024,,,Absent,Morning,Remote
E1019,Employee_19,HR,2024-02-13,9:53,18:39,Late,Morning,Office
E1008,Employee_8,Sales,2024-01-07,9:48,18:5,Late,Morning,Remote
E1046,Employee_46,Sales,02-21-2024,8:44,17:17,Present,Morning,Office
E1039,Employee_39,Finance  ,09/01/2024,9:43,20:20,Late,Morning,Office
E1019,Employee_19,Sales,04/01/2024,11:16,19:20,Work From Home,Evening,Remote
E1029,Employee_29,HR,2024-02-14,9:2,17:19,Work From Home,Evening,Remote
E1030,Employee_30,Sales,03/02/2024,9:37,16:35,Present,Evening,Remote
E1002,Employee_2,Sales,03-16-2024,9:52,16:49,Work From Home,Morning,Office
E1035,Employee_35,Operations,16/02/2024,11:42,16:15,Present,Morning,Office
E1033,Employee_33,Operations,06/01/2024,10:47,16:47,Late,Evening,Office
E1024,Employee_24,Finance,02-24-2024,,,Absent,Morning,Office
E1058,Employee_58,IT  ,01-02-2024,9:18,18:12,Late,Morning,Remote
E1019,Employee_19,IT,18/03/2024,9:28,16:57,Present,Evening,Remote
E1021,Employee_21,Operations,01-11-2024,9:3,16:26,Late,Evening,Office
E1049,Employee_49,Operations,2024-01-28,9:14,18:27,Present,Evening,Remote
E1059,Employee_59,HR,20/03/2024,10:56,18:31,late,Evening,Remote
E1033,Employee_33,HR,2024-01-07,11:22,17:4,Present,Evening,Office
E1051,Employee_51,Operations,02-25-2024,,,,Evening,Remote
E1042,Employee_42,IT,03-29-2024,11:24,17:18,Work From Home,Evening,Remote
E1053,Employee_53,Operations,2024-01-09,9:57,17:55,Late,Evening,Remote
E1028,Employee_28,HR,03-29-2024,,,Absent,Evening,Office
E1036,Employee_36,Sales,2024-01-28,8:58,17:23,Present,Morning,Office
E1044,Employee_44,IT,27/03/2024,9:11,18:50,Late,Morning,Office
E1027,Employee_27,Finance,01-03-2024,10:44,19:25,Late,Morning,Office
E1043,Employee_43,Operations,12/01/2024,11:33,18:54,present,Morning,Office
E1003,Employee_3,Sales,25/03/2024,9:27,17:27,Work From Home,Evening,Office
E1009,Employee_9,Sales,2024-03-09,,,Absent,Evening,Remote
E1000,Employee_0,HR,02-04-2024,11:8,17:19,Late,Evening,Remote
E1035,Employee_35,Finance,2024-01-23,10:28,17:0,Work From Home,Evening,Remote
E1021,Employee_21,HR,02-04-2024,,,Absent,Morning,Office
E1035,Employee_35,Operations,2024-02-20,9:55,20:58,Late,Evening,Office
E1036,Employee_36,Sales,01/01/2024,8:34,17:16,Late,Morning,Office
E1047,Employee_47,Finance  ,2024-01-29,9:52,20:49,Work From Home,Evening,Office
E1009,Employee_9,HR,2024-03-17,8:31,17:48,Work From Home,Evening,Office
E1040,Employee_40,Sales,01-07-2024,11:28,20:20,Work From Home,Morning,Office
E1038,Employee_38,Finance,03/01/2024,,,Absent,Evening,Office
E1003,Employee_3,Operations,02-14-2024,,,Absent,Morning,Remote
E1004,Employee_4,Finance,2024-02-15,11:57,16:59,Late,Evening,Remote
E1000,Employee_0,Sales,2024-03-10,8:58,20:14,Present,Morning,Remote
E1037,Employee_37,IT,2024-01-16,9:35,20:56,Late,Evening,Remote
E1059,Employee_59,Sales,29/02/2024,,,Absent,Evening,Office
E1037,Employee_37,IT,15/02/2024,8:42,17:6,Late,Morning,Remote
E1044,Employee_44,Finance,01-28-2024,11:40,19:46,Late,Morning,Office
E1032,Employee_32,HR,25/02/2024,11:39,16:26,Work From Home,Evening,Remote
E1032,Employee_32,IT,01-07-2024,10:41,17:8,Work From Home,Evening,Remote
E1048,Employee_48,Sales,2024-02-09,,,Absent,Morning,Office
E1001,Employee_1,Operations,03-17-2024,,,Absent,Morning,Remote
E1003,Employee_3,HR  ,2024-02-04,9:47,17:40,Present,Evening,Remote
E1050,Employee_50,IT,29/03/2024,8:8,17:41,Work From Home,Evening,Office
E1043,Employee_43,HR,01-01-2024,11:29,18:18,Late,Evening,Remote
E1008,Employee_8,HR,02-03-2024,11:51,18:46,Present,Evening,Office
E1057,Employee_57,Finance,03-22-2024,8:10,16:59,Present,Evening,Remote
E1055,Employee_55,Operations,02-18-2024,11:8,20:53,Work From Home,Evening,Remote
E1052,Employee_52,Finance,2024-02-16,8:19,20:16,Present,Morning,Office
E1002,Employee_2,Sales,2024-03-12,,,Absent,Evening,Remote
E1021,Employee_21,HR,22/02/2024,8:29,16:46,Work From Home,Morning,Remote
E1013,Employee_13,Sales,03-20-2024,,,Absent,Evening,Office
E1012,Employee_12,HR,03-22-2024,9:32,16:46,Late,Evening,Remote
E1018,Employee_18,IT,02-16-2024,10:41,19:7,Present,Morning,Office
E1054,Employee_54,Operations,03-05-2024,8:25,20:3,Late,Evening,Office
E1010,Employee_10,Operations,2024-01-28,,,Absent,Morning,Office
E1029,Employee_29,Finance  ,2024-01-16,11:46,16:45,Work From Home,Evening,Remote
E1025,Employee_25,HR,2024-01-06,9:27,20:43,Work From Home,Evening,Office
E1034,Employee_34,Operations,2024-03-04,8:9,20:26,Work From Home,Evening,Office
E1021,Employee_21,IT,04/03/2024,10:32,18:4,Present,Morning,Remote
E1048,Employee_48,Finance  ,03-09-2024,8:37,18:28,Work From Home,Evening,Remote
E1007,Employee_7,HR,01-27-2024,8:49,17:58,Work From Home,Morning,Office
E1021,Employee_21,HR,02-19-2024,11:17,16:14,Late,Evening,Office
E1036,Employee_36,Operations,22/01/2024,11:7,18:24,Late,Morning,Remote
E1019,Employee_19,Sales,02-17-2024,8:51,18:40,Late,Evening,Office
E1034,Employee_34,IT,17/01/2024,11:35,20:6,present,Evening,Remote
E1051,Employee_51,Finance,2024-01-24,,,Absent,Evening,Office
E1026,Employee_26,IT,02-07-2024,9:47,16:48,Work From Home,Morning,Office
E1021,Employee_21,Finance,03-15-2024,11:45,16:58,Work From Home,Evening,Remote
E1058,Employee_58,Operations,03-13-2024,9:43,17:11,Late,Morning,Remote
E1002,Employee_2,Finance,02-13-2024,11:46,16:18,Late,Evening,Office
E1047,Employee_47,Operations  ,28/02/2024,11:10,17:13,Present,Evening,Office
E1029,Employee_29,HR,20/03/2024,10:10,20:22,Present,Evening,Office
E1017,Employee_17,Operations  ,27/02/2024,,,Absent,Morning,Remote
E1039,Employee_39,Finance,01-13-2024,10:51,16:26,Work From Home,Morning,Remote
E1041,Employee_41,IT,2024-01-09,8:24,16:24,Work From Home,Evening,Remote
E1014,Employee_14,IT  ,03-18-2024,,,Absent,Morning,Remote
E1049,Employee_49,HR,01-28-2024,11:22,18:45,Work From Home,Evening,Office
E1033,Employee_33,Finance,01-29-2024,9:57,20:51,Work From Home,Morning,Office
E1040,Employee_40,IT,18/02/2024,11:40,19:48,Late,Morning,Office
E1037,Employee_37,Finance,03-01-2024,,,Absent,Morning,Remote
E1044,Employee_44,Operations,08/01/2024,11:12,19:48,Work From Home,Evening,Office
E1020,Employee_20,Finance,06/02/2024,8:59,18:22,Work From Home,Morning,Remote
E1055,Employee_55,IT,2024-03-27,,,Absent,Morning,Remote
E1041,Employee_41,IT,2024-02-29,9:33,17:58,present,Evening,Remote
E1002,Employee_2,Sales,2024-03-25,9:5,18:54,Late,Evening,Remote
E1001,Employee_1,HR,02-13-2024,10:52,20:22,Work From Home,Morning,Remote
E1050,Employee_50,IT,05/02/2024,8:51,17:3,,Morning,Office
E1044,Employee_44,Sales,01-29-2024,9:40,19:10,Work From Home,Evening,Remote
E1000,Employee_0,Sales,01-24-2024,,,Absent,Evening,Remote
E1048,Employee_48,HR,03-28-2024,11:4,16:9,Late,Morning,Remote
E1026,Employee_26,Sales,01-28-2024,8:50,19:4,Present,Evening,Office
E1005,Employee_5,Finance,2024-02-03,10:29,20:15,Work From Home,Evening,Office
E1053,Employee_53,Operations,01-15-2024,11:27,20:35,Work From Home,Evening,Remote
E1042,Employee_42,Finance,02-23-2024,8:23,16:26,,Morning,Office
E1058,Employee_58,HR,2024-01-14,,,Absent,Morning,Remote
E1026,Employee_26,Finance,2024-03-19,9:8,20:47,Present,Morning,Remote
E1021,Employee_21,Operations,13/01/2024,,,Absent,Evening,Remote
E1004,Employee_4,Sales,2024-03-06,8:38,17:33,Work From Home,Morning,Remote
E1050,Employee_50,HR,05/03/2024,8:10,20:55,late,Evening,Remote
E1027,Employee_27,Sales,08/02/2024,11:35,17:38,Late,Morning,Remote
E1041,Employee_41,Sales,02-19-2024,11:1,16:52,Work From Home,Evening,Office
E1059,Employee_59,Finance,18/01/2024,8:32,19:18,late,Evening,Remote
E1054,Employee_54,Finance,01-06-2024,8:53,20:15,Work From Home,Morning,Office
E1056,Employee_56,HR,25/03/2024,9:53,18:43,Present,Morning,Office
E1048,Employee_48,IT,2024-03-15,9:23,17:36,Work From Home,Evening,Remote
E1024,Employee_24,Sales,2024-01-14,8:34,16:16,Late,Evening,Office
E1049,Employee_49,Sales,2024-03-25,10:10,19:43,Late,Morning,Remote
E1019,Employee_19,Sales,02-28-2024,,,Absent,Morning,Remote
E1014,Employee_14,IT,03-07-2024,9:42,20:2,Work From Home,Evening,Remote
E1038,Employee_38,Finance,2024-01-20,,,Absent,Morning,Remote
E1011,Employee_11,Sales,01-03-2024,11:27,16:51,Late,Morning,Remote
E1023,Employee_23,Finance,02-06-2024,8:52,20:58,Late,Morning,Remote
E1037,Employee_37,Sales,04/02/2024,,,Absent,Morning,Office
E1009,Employee_9,HR,02-02-2024,,,Absent,Morning,Remote
E1025,Employee_25,Finance,25/02/2024,10:12,19:40,Present,Evening,Remote
E1003,Employee_3,Operations,24/01/2024,9:35,18:54,Late,Morning,Office
E1032,Employee_32,Finance,16/02/2024,,,Absent,Evening,Remote
E1035,Employee_35,Finance,21/03/2024,8:44,18:37,Late,Evening,Remote
E1045,Employee_45,HR,02-11-2024,11:25,17:23,Present,Evening,Office
E1045,Employee_45,HR,20/01/2024,,,Absent,Morning,Office
E1004,Employee_4,Sales  ,2024-03-17,8:28,20:58,Late,Evening,Office
E1019,Employee_19,Sales,02-13-2024,10:12,16:29,Present,Evening,Office
E1011,Employee_11,Finance,2024-02-05,,,Absent,Morning,Remote
E1013,Employee_13,Operations,02-23-2024,10:12,18:16,Late,Morning,Remote
E1035,Employee_35,Operations,19/01/2024,,,Absent,Morning,Office
E1034,Employee_34,HR,25/02/2024,,,,Morning,Remote
E1035,Employee_35,Operations,03-21-2024,,,Absent,Morning,Office
E1043,Employee_43,IT,14/01/2024,10:48,17:28,Present,Morning,Remote
E1052,Employee_52,Operations,2024-02-08,8:12,17:3,Present,Evening,Office
E1004,Employee_4,HR,02-02-2024,,,Absent,Morning,Remote
E1025,Employee_25,HR,23/03/2024,10:8,18:13,Present,Evening,Remote
E1005,Employee_5,HR,25/02/2024,,,Absent,Morning,Office
E1044,Employee_44,HR,01-20-2024,,,,Evening,Office
E1052,Employee_52,HR,16/02/2024,11:13,17:16,Present,Evening,Office
E1017,Employee_17,IT,2024-02-28,10:28,20:4,Late,Evening,Remote
E1048,Employee_48,Sales,26/02/2024,10:34,17:0,Late,Morning,Office
E1044,Employee_44,Sales,01-20-2024,8:16,16:18,Work From Home,Morning,Remote
E1053,Employee_53,Sales,02-12-2024,10:27,19:47,,Morning,Remote
E1031,Employee_31,Operations,03-24-2024,11:10,19:31,Late,Evening,Remote
E1006,Employee_6,HR,2024-03-03,9:9,18:41,,Morning,Remote
E1017,Employee_17,Finance,02-25-2024,10:26,17:42,Present,Morning,Office
E1039,Employee_39,Sales,01-25-2024,8:3,17:43,Present,Evening,Office
E1040,Employee_40,Operations,02-21-2024,11:14,19:45,Late,Evening,Office
E1040,Employee_40,Sales,2024-03-02,10:37,17:0,Work From Home,Morning,Remote
E1043,Employee_43,Operations,01-15-2024,8:2,16:32,Late,Morning,Office
E1035,Employee_35,Finance,03-11-2024,11:11,18:42,Late,Morning,Remote
E1021,Employee_21,HR,02-25-2024,8:23,19:15,Present,Morning,Office
E1056,Employee_56,Operations,2024-02-21,9:0,20:57,Late,Evening,Remote
E1024,Employee_24,Operations,13/03/2024,10:39,20:42,Present,Morning,Remote
E1006,Employee_6,Sales,03-26-2024,8:20,16:51,Work From Home,Morning,Remote
E1009,Employee_9,IT,01-24-2024,9:21,18:55,Work From Home,Evening,Remote
E1037,Employee_37,Operations,03-11-2024,,,Absent,Evening,Office
E1030,Employee_30,Sales,02/03/2024,8:3,19:40,Late,Evening,Office
E1017,Employee_17,Sales,2024-01-24,11:24,20:49,Present,Morning,Office
E1053,Employee_53,Operations,2024-03-28,8:52,20:0,Late,Morning,Remote
E1018,Employee_18,Operations,09/01/2024,11:3,20:32,Late,Evening,Remote
E1015,Employee_15,Operations,2024-02-19,11:26,17:26,Work From Home,Evening,Office
E1057,Employee_57,IT,21/03/2024,8:55,19:40,work from home,Morning,Office
E1052,Employee_52,Operations,02-12-2024,,,Absent,Morning,Office
E1033,Employee_33,Finance,12/02/2024,9:53,19:8,Work From Home,Evening,Office
E1038,Employee_38,Sales,03/03/2024,9:12,20:54,Late,Evening,Remote
E1010,Employee_10,IT,02-06-2024,11:28,19:27,Late,Morning,Remote
E1012,Employee_12,Finance,01-27-2024,8:7,17:20,Present,Morning,Remote
E1027,Employee_27,IT,2024-02-11,10:13,18:23,Present,Morning,Remote
E1032,Employee_32,Operations,2024-02-04,,,Absent,Morning,Office
E1052,Employee_52,HR,16/02/2024,10:0,19:11,Present,Morning,Office
E1032,Employee_32,Sales,2024-01-22,9:19,19:58,Work From Home,Evening,Remote
